paragraph_id,volume_title,monster_type,narrative_themes,theme_descriptions,keywords,text
X36-P937,续·支诺皋上,神仙志怪,鬼魂还阳、法术幻术,鬼魂返回阳间的故事、使用法术或幻术的故事,鬼、咒,奉天县国盛村百姓姓刘者，病狂，发时乱走，不避井堑，其家为迎禁咒人侯公敏治之。公敏才至，刘忽起曰：「我暂出，不假尔治。」因杖薪担至田中，袒而运担，状若击物。良久而……
X36-P938,续·支诺皋上,梦兆占验,梦兆应验、异闻杂录,梦中的预兆后来应验、古文叙事模式的超自然片段，以叙事标记词为特征,怪,柳璟知举年，有国子监明经，失姓名，昼寝，梦徙倚于监门。有一人负衣囊，衣黄，访明经姓氏。明经语之，其人笑曰：「君来春及第。」明经因访邻房乡曲五六人，或言得者，明经……
X36-P939,续·支诺皋上,神仙志怪,占卜预言,通过占卜进行预言的故事,,潞州军校郭谊，先为邯郸郡牧使，因兄亡，遂于郓州举其先，同茔葬于磁州滏阳县之西岗。县界接山，土中多石，有力葬者，率皆凿石为穴。谊之所卜亦凿焉。积日倍工，忽透一穴。……
X36-P940,续·支诺皋上,神仙志怪,异物奇珍、自然怪象、隐逸修行,奇异物品和珍宝的记载、自然界出现的奇异现象、隐逸修行的故事,僧、道,伊阙县令李师晦，有兄弟任江南官，与僧往还。常入采药，遇暴风雨，避于欹树。须臾大震，有物瞥然坠地。倏而朗睛，僧就视，乃石，形如乐器，可以悬击者。其上平齐如削，其中……
X36-P941,续·支诺皋上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,贼稹阻命之时，临洛市中百姓有推磨盲骡，无故死，因卖之。屠者剖腹中得二石，大如合拳，紫色赤斑，莹润可爱。屠者遂送稹，乃留之。
X36-P942,续·支诺皋上,神仙志怪,梦兆应验,梦中的预兆后来应验,,韦温为宣州，病疮于首，因托后事于女婿，且曰：「予年二十九为校书郎，梦涯水中流，见二吏赍牒相召。一吏至，言彼坟至大，功须万日，今未也。今正万日，予岂逃乎？」不累日……
X36-P943,续·支诺皋上,神仙志怪,冥界游历,进入冥界游历后返回的故事,鬼、道、狐、冥,醴泉尉崔汾仲兄居长安崇贤里。夏月乘凉于庭际，疏旷月色，方午风过，觉有异香。顷间，闻南垣土动簌簌，崔生意其蛇鼠也。忽睹道士，大言曰：「大好月色。」崔惊惧遽走。道士……
X36-P944,续·支诺皋上,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,怪、精,辛秘五经擢第后，常州赴婚。行至陕，因息于树阴。傍有乞儿箕坐，痂面虮衣，访辛行止，辛不耐而去，乞儿亦随之。辛马劣，不能相远，乞儿强言不已。前及衣绿者，辛揖而与之语……
X37-P945,续·支诺皋中,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,上都浑宅，戟门内小槐树，树有穴，大如钱。每夜月霁后，有蚓如巨臂，长二尺余，白颈红斑，领数百条如索，缘树枝条。及晓，悉入穴。或时众鸣，往往成曲。学士张乘言，浑令公……
X37-P946,续·支诺皋中,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,东都尊贤坊田令宅，中门内有紫牡丹成树，发花千朵。花盛时，每月夜有小人五六，长尺余，游于上。如此七八年。人将掩之，辄失所在。
X37-P947,续·支诺皋中,神仙志怪,僧尼异事、物怪变形,僧尼的奇异经历、无生命物体变形为怪物或精灵,神、魅、精、僧、龙、狐,太和七年，上都青龙寺僧契宗，俗家在樊州。其兄樊竟，因病热，乃狂言虚笑。契宗精神总持，遂焚香敕勒。兄忽诟骂曰：「汝是僧，第归寺住持，何横于事？我止居在南柯，爱汝苗……
X37-P948,续·支诺皋中,神仙志怪,异物奇珍、梦兆应验,奇异物品和珍宝的记载、梦中的预兆后来应验,,贞元中，望苑驿西有百姓王申，手植榆于路傍成林，构茅屋数椽，夏月常馈浆水于行人，官者即延憩具茗。有儿年十三，每令伺客。忽一日，白其父：「路有女子求水。」因令呼入。……
X37-P949,续·支诺皋中,神仙志怪,鬼魂还阳、梦兆应验,鬼魂返回阳间的故事、梦中的预兆后来应验,,枝江县令张汀子名省躬，汀亡，因住枝江。有张垂者，举秀才下第，客于蜀，与省躬素未相识。太和八年，省躬昼寝，忽梦人自言姓张名垂，因与之接，欢狎弥日。将去，留赠诗首曰……
X37-P950,续·支诺皋中,事物怪变,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,江淮有何亚秦，弯弓三百斤，常解斗牛，脱其角。又过蕲州，遇人，长六尺余，髯而甚口，呼亚秦：「可负我过桥。」亚秦知其非人，因为背，觉脑冷如冰，即急投至交牛柱，乃击之……
X37-P951,续·支诺皋中,神仙志怪,鬼魂还阳、异物奇珍,鬼魂返回阳间的故事、奇异物品和珍宝的记载,冥,长庆初，洛阳利俗坊有百姓行车数辆，出长夏门。有人负布囊，求寄囊于车中，且戒勿妄开，因返入利俗坊。才入坊，内有哭声起。受寄者发囊视之，其口结以生绠，内有物，状如牛……
X37-P952,续·支诺皋中,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,鬼、佛、僧,元和中，光宅坊百姓失名氏，其家有病者将困，迎僧持念，妻儿环守之。夕，众仿佛见人入户，众遂惊逐，乃投于瓮间。其家以汤沃之，得一袋，盖鬼间所谓搐气袋也。忽听空中有声……
X37-P953,续·支诺皋中,神仙志怪,占卜预言,通过占卜进行预言的故事,,相传人将死，虱离身。或云取病者虱于床前，可以卜病。将差，虱行向病者，背则死。
X37-P954,续·支诺皋中,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,兴州有一处名雷穴，水常半穴。每雷声，水塞穴流，鱼随流而出。百姓每候雷声，绕树布网，获鱼无限。非雷声，渔子聚鼓于穴口，鱼亦辄出，所获半于雷时。韦行规为兴州刺史时，……
X37-P955,续·支诺皋中,神仙志怪,修道成仙、灵物异迹,通过修炼得道成仙、灵异物品、奇石异树、怪泉灵洞的记载,道,上都务本坊，贞元中有家，因打墙掘地，遇石函。发之，见物如丝满函，飞出于外。惊视之次，忽有一人起于函，被白发，长丈余，振衣而起，出门失所在。其家亦无他。前记之中多……
X37-P956,续·支诺皋中,神仙志怪,僧尼异事、修道成仙,僧尼的奇异经历、通过修炼得道成仙,佛、僧,于季友为和州刺史，时临江有寺，寺前渔钓所聚。有渔子下网，举之重，坏网，视之，乃石如拳。因乞寺僧置于佛殿中，石遂长不已，经年重四十斤。张周封员外入蜀，亲睹其事。
X37-P957,续·支诺皋中,神仙志怪,法术幻术、异物奇珍,使用法术或幻术的故事、奇异物品和珍宝的记载,符,进士王恽，才藻雅丽，犹长体物，著《送君南浦赋》，为词人所称。会昌二年，其友人陆休符，忽梦被录至处，有驺卒止之屏外，见若胥靡数十，王恽在其中。陆欲就之，恽面若愧色……
X37-P958,续·支诺皋中,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,武宗元年，金州军事典邓俨先死数年，其案下书手蒋古者，忽心痛暴卒。如有人捉至曹司，见邓俨，喜曰：「我主张甚重，籍尔录数百幅书也。」蒋见堆案绕壁，皆涅楮朱书，乃绐曰……
X37-P959,续·支诺皋中,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,神、鬼、魅、精、僧,姚司马者，寄居汾州，宅枕溪。有二小女常戏钓溪中，未常有获。忽挠竿各得物，若鱣者而毛，若鳖者而鳃。其家异之，养以盆池。经年，二女精神恍惚，夜常明灯锉针，染蓝涅皂，……
X37-P960,续·支诺皋中,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,仙、龙,东都龙门有处，相传广成子所居也。天宝中，北宗雅禅师者，于此处建兰若。庭中多古桐，枝干拂地。年中，桐始华，有异蜂，声如人吟咏。禅师谛视之，具体人也，但有翅长寸余。……
X37-P961,续·支诺皋中,神仙志怪,僧尼异事、修道成仙,僧尼的奇异经历、通过修炼得道成仙,僧、道,倭国僧金刚三昧，蜀僧广升，峨眉县，与邑人约游峨眉，同雇一夫，负笈荷糗药。山南顶径狭，俄转而待，负笈忽入石罅。僧广升先览，即牵之，力不胜。视石罅甚细，若随笈而开也……
X37-P962,续·支诺皋中,神仙志怪,僧尼异事、异物奇珍,僧尼的奇异经历、奇异物品和珍宝的记载,僧,上都僧太琼者，能讲《仁王经》。开元初，讲于奉化县京遥村，遂止村寺。经两夏，于日，持钵将上堂，阖门之次，有物坠檐前。时天才辨色，僧就视之，乃初生儿，其襁裼甚新。僧……
X37-P963,续·支诺皋中,神仙志怪,神灵传说,关于神仙、民俗神灵的传说记载,神、仙、怪、精、佛、僧、道,陕州西北白径岭上逻村村人田氏，常穿井得根，大如臂，节中粗，皮若茯苓，气似术。其家奉释，有像设数十，遂置于像前。田氏名登娘，年十六七，有容质，父常令供香火焉。经岁……
X37-P964,续·支诺皋中,神仙志怪,异物奇珍,奇异物品和珍宝的记载,变,宝历二年，明经范璋居梁山读书。夏中深夜，忽听厨中有拉物声，范慵省之。至明，见束薪长五寸余，齐整可爱，积于灶上，地上危累蒸饼五枚。又一夜，有物叩门，因转堂上，笑声……
X37-P965,续·支诺皋中,神仙志怪,占卜预言、奇人异能,通过占卜进行预言的故事、具有超常能力的人物,冥,建中初，有人牵马访马医，称马患脚，以二十鐶求治。其马毛色骨相，马医未常见，笑曰：「君马大似韩幹所画者，真马中固无也。」因请马主绕市门匝，马医随之。忽值韩幹，幹亦……
X37-P966,续·支诺皋中,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,莱州即墨县有百姓王丰兄弟三人。丰不信方位所忌，常于太岁上掘坑，见肉块，大如斗，蠕蠕而动，遂填。其肉随填而出，丰惧，弃之。经宿，长塞于庭。丰兄弟奴婢数日内悉暴卒，……
X37-P967,续·支诺皋中,妖怪变形,冥界游历、人兽互变、异物奇珍,进入冥界游历后返回的故事、人与兽之间的变形互变、奇异物品和珍宝的记载,鬼、变、冥,虢州五城县黑鱼谷，贞元中，百姓王用业炭于谷中。中有水，方数步，常见二黑鱼，长尺余，游于水上。用伐木饥困，遂食鱼。其弟惊曰：「此鱼或谷中灵物，兄奈何杀此！」有顷，……
X37-P968,续·支诺皋中,神仙志怪,异物奇珍,奇异物品和珍宝的记载,,元和初，上都义宁坊有妇人风狂，俗呼为五娘，常止宿于永穆墙垣下。时中使茹大夫使于金陵，有狂者，众名之信夫，或歌或哭，往往验未来事，盛暑拥絮未常沾汗，冱寒袒露体无拘……
X37-P969,续·支诺皋中,神仙志怪,鬼魂还阳、修道成仙,鬼魂返回阳间的故事、通过修炼得道成仙,鬼、道,元和中，有淮西道军将使于汴州，止驿。夜久，眠将熟，忽觉一物压己。军将素健，惊起，与之角力。其物遂退，因夺手中革囊，鬼暗中哀祈甚苦。军将谓曰：「汝语我物名，我当相……
X37-P970,续·支诺皋中,神仙志怪,尸解成仙、修道成仙,借助尸解或其他方式脱离肉体成仙、通过修炼得道成仙,神、仙、道,建中末，书生何讽常买得黄纸古书一卷。读之，卷中得发卷，规四寸，如环无端，何因绝之。断处两头滴水升余，烧之作发气。讽尝言于道者，吁曰：「君固俗骨，遇此不能羽化，命……
X37-P971,续·支诺皋中,神仙志怪,鬼魂还阳、物怪变形,鬼魂返回阳间的故事、无生命物体变形为怪物或精灵,魅,华阴县东七级赵村，村路因水啮成谷，梁之。村人日行车过桥，桥根坏，坠车焉，村人不复收。积三年，村正尝夜度桥，见群小儿聚火为戏。村正知其魅，射之，若中木声。火即灭，……
X37-P972,续·支诺皋中,神仙志怪,因果报应,善恶有报的因果故事,神、巫,相国李公固言，元和六年下第游蜀，遇老姥，言：「郎君明年芙蓉镜下及第，后二纪拜相，当镇蜀土。某此时不复见郎君出将之荣也。」明年，果然状头及第，诗赋题有「人镜芙蓉」……
X37-P973,续·支诺皋中,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,,登封尝有士人，客游十余年归庄，庄在登封县。夜久，士人睡未著，忽有星火发于墙堵下，初为萤，稍稍芒起，大如弹丸，飞烛四隅，渐低，轮转来往，去士人面才尺余。细视光中，……
X37-P974,续·支诺皋中,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,融州河水有泉半岩，将注其下，相次九磴，每磴下白石浴斛承之，如似镌造。尝有人携婢，取下浴斛中浣巾。须臾风雨忽至，其婢震死，所浣巾斛碎于山下。自别安一斛，新于向者。
X37-P975,续·支诺皋中,神仙志怪,神灵传说,关于神仙、民俗神灵的传说记载,仙、精,有人游终南山乳洞，洞深数里，乳旋滴沥成飞仙状，洞中已有数十，眉目衣服，形制精巧。处滴至腰已上，其人因手承漱之。经年再往，见其所承滴像已成矣，乳不复滴，当手承处，……
X37-P976,续·支诺皋中,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,《滕王图》，一日，紫极宫会，秀才刘鲁封云：「尝见《滕王蛱蝶图》，有名江夏斑、大海眼、小海眼、村里来、菜花子。」
X38-P977,续·支诺皋下,神仙志怪,鬼魂还阳,鬼魂返回阳间的故事,,开元末，蔡州上蔡县南李村百姓李简痫疾卒。瘗后十余日，有汝阳县百姓张弘义素不与李简相识，所居相去十余舍，亦因病死，经宿却活，不复认父母妻子，且言：「我是李简，家住……
X38-P978,续·支诺皋下,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,僧、冥、符,武宗六年，扬州海陵县还俗僧义本且死，托其弟言：「我死，必为我剃须发，衣僧衣三事。」弟如其言。义本经宿却活，言见二黄衣吏追至冥司，有若王者问曰：「此何州县？「吏言……
X38-P979,续·支诺皋下,神仙志怪,壶中天地,小空间内包含大世界的奇境,,汴州百姓赵怀正，住光德坊。太和三年，妻阿贺常以女工致利。日，有人携石枕求售，贺环获焉。赵夜枕之，觉枕中如风雨声。因令妻子各枕夕，无所觉。赵枕辄复如旧，或喧悸不得……
X38-P980,续·支诺皋下,神仙志怪,鬼魂还阳、祥瑞灾异、自然怪象,鬼魂返回阳间的故事、天降祥瑞或灾异的记录、自然界出现的奇异现象,鬼、道、魂,成式三从房叔父某者，贞元末，自信安至洛，暮达瓜洲，宿于舟中。夜久，弹琴，觉舟外有嗟叹声，止息即无。如此数四，乃缓轸还寝。梦女子，年二十余，形悴衣败，前拜曰：「妾……
X38-P981,续·支诺皋下,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,,庐州舒城县蚓，成式三从房伯父，太和三年庐州某官，庭前忽有蚓出，大如食指，长三尺，白项下有两足。足正如雀脚，步于垣下。经数日方死。
X38-P982,续·支诺皋下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,荆州百姓孔谦蚓，成式侄女乳母阿史，本荆州人，尝言小儿时，见邻居百姓孔谦篱下有蚓，口露双齿，肚下足如蚿，长尺五，行疾于常蚓。谦恶，遽杀之。其年谦丧母及兄，谦亦不得……
X38-P983,续·支诺皋下,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,神,越州有卢冉者，时举秀才，家贫，未及入京，因之顾头堰，堰在山阴县顾头村，与表兄韩确同居。自幼嗜鲙，在堰尝凭吏求鱼。韩方寝，梦身为鱼在潭，有相忘之乐。见二渔人乘艇张……
X38-P984,续·支诺皋下,神仙志怪,僧尼异事,僧尼的奇异经历,,曹州南华县端相寺，时尉李蕴至寺巡捡，偶见尼房中地方丈余独高，疑其藏物，掘之数尺，得一瓦瓶，覆以木槃。视之，有颅骨、大方隅颧下属骨两片，长八寸，开罅彻上，容钗股若……
X38-P985,续·支诺皋下,神仙志怪,梦兆应验,梦中的预兆后来应验,,中书舍人崔嘏，弟崔暇，娶李氏，为曹州刺史。令兵马使国邵南勾当障车，后邵南因睡忽梦崔女在厅中。女立于床西，崔暇在床东，执红笺题诗首，笑授暇。暇因朗吟之，诗言：「莫……
X38-P986,续·支诺皋下,神仙志怪,鬼魂还阳、法术幻术,鬼魂返回阳间的故事、使用法术或幻术的故事,怪、佛、冥,李正己本名怀玉，侯希逸之内弟也。侯镇淄青，署怀玉为兵马使。寻构飞语，侯怒，囚之，将置于法。怀玉抱冤无诉，于狱中累石象佛，默期冥报。时近腊日，心慕同侪，叹吒而睡。……
X38-P987,续·支诺皋下,神仙志怪,异物奇珍,奇异物品和珍宝的记载,,河南少尹韦绚，少时，常于夔州江岸见异虫。初疑棘针枝，从者惊曰：「此虫有灵，不可犯之。或致风雷。」韦试令踏地惊之，虫伏地如灭，细视地上若石脉焉。良久，渐起如旧。每……
X38-P988,续·支诺皋下,神仙志怪,僧尼异事、物怪变形,僧尼的奇异经历、无生命物体变形为怪物或精灵,怪、精,永宁王相王涯三怪：淅米匠人苏润，本是王家炊人，至荆州方知，因问王家咎徵，言宅南有井，每夜常沸涌有声，昼窥之，或见铜厮罗，或见银熨斗者，水腐不可饮。又王相内斋有禅……
X38-P989,续·支诺皋下,神仙志怪,僧尼异事,僧尼的奇异经历,僧,许州有一老僧，自四十已后，每寐熟即喉声如鼓簧，若成韵节。许州伶人，伺其寝，即谱其声，按之丝竹，皆合古奏。僧觉，亦不自知。二十余年如此。
X38-P990,续·支诺皋下,神仙志怪,异物奇珍,奇异物品和珍宝的记载,,荆有魏溪，好食白鱼，日命仆市之，或不获，辄笞责。日，仆不得鱼，访之于猎者可渔之处，猎者绐之曰：「某向打鱼，网得麝，因渔而获，不亦异乎？」仆依其所售，具事于溪。溪……
X38-P991,续·支诺皋下,术法幻术,迷路归返、法术幻术、异物奇珍,迷路后经历奇遇最终返回、使用法术或幻术的故事、奇异物品和珍宝的记载,神、仙、佛、道,成都坊正张和。蜀郡有豪家子，富拟卓、郑，蜀之名姝，无不毕致。每按图求丽，媒盈其门，常恨无可意者。或言：「坊正张和，大侠也。幽房闺稚，无不知之，盍以诚投乎？」豪家……
X38-P992,续·支诺皋下,神仙志怪,隐逸修行,隐逸修行的故事,佛,兴元城固县有韦氏女，两岁能语，自然识字，好读佛经。至五岁，一县所有经悉读遍。至八岁，忽清晨薰衣靓妆，默存牖下。父母讶移时不出，视之，已蜕衣而失，竟不知何之。荆州……
X38-P993,续·支诺皋下,神仙志怪,占卜预言,通过占卜进行预言的故事,,忠州垫江县县吏冉端，开成初，父死。有严师者，善山冈，为卜地，云合有生气群聚之物。掘深丈余，遇蚁城，方数丈，外重雉堞皆具，子城谯橹工若雕刻。城内分径街，小垤相次。……
X38-P994,续·支诺皋下,神仙志怪,人兽互变,人与兽之间的变形互变,道、变,朱道士者，太和八年，常游庐山，憩于涧石。忽见蟠蛇，如堆缯锦，俄变为巨龟。访之山叟，云是玄武。
X38-P995,续·支诺皋下,神仙志怪,修道成仙,通过修炼得道成仙,道、龙、魄,朱道士又曾游青城山丈人观，至龙桥，见岩下有枯骨，背石平坐，按手膝上，状如钩锁，附苔络蔓，色白如雪。云祖父已尝见，不知年代，其或炼形濯魄之士乎？
X38-P996,续·支诺皋下,神仙志怪,僧尼异事,僧尼的奇异经历,,武宗之元年，戎州水涨，浮木塞江。刺史赵士宗召水军接水，约获百余段。公署卑小，地窄不复用，因并修开元寺。后月余日，有夷人逢人如猴，着故青衣，亦不辩何制，云：「关将……
X38-P997,续·支诺皋下,神仙志怪,僧尼异事、梦兆应验,僧尼的奇异经历、梦中的预兆后来应验,,成都乞儿严七师，幽陋凡贱，涂垢臭秽不可近。言语无度，往往应于未兆。居西市悲田坊，常有帖衙俳儿干满川、白迦、叶珪、张美、张翱等五人为火。七师遇于途，各与十五文，勤……
X38-P998,续·支诺皋下,神仙志怪,冥界游历,进入冥界游历后返回的故事,神、鬼、精、道、魂、符,荆州百姓郝惟谅，性粗率，勇于私斗。武宗会昌二年，寒食日，与其徒游于郊外，蹴鞠角力，因醉于墦间。迨宵分方始寤，将归，历道左里余，值人家，室绝卑，虽张灯而颇昏暗，遂……
X38-P999,续·支诺皋下,神仙志怪,迷路归返,迷路后经历奇遇最终返回,僧、道,衡岳西原近朱陵洞，其处绝险，多大木、猛兽，人到者率迷路，或遇巨蛇，不得进。长庆中，有头陀悟空，常裹粮持锡，夜入山林，越兕侵虎，初无所惧。至朱陵原，游览累日，扪萝……
X38-P1000,续·支诺皋下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,严绶镇太原，市中小儿如水际泅戏。忽见物中流流下，小儿争接，乃一瓦瓶，重帛幕之。儿就岸破之，有婴儿，长尺余，遂走。群儿逐之，顷间足下旋风起，婴儿已蹈空数尺。近岸，……
X38-P1001,续·支诺皋下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,王哲，虔州刺史，在平康里治第西偏，家人掘地，拾得一石子，朱书其上曰「修此不吉。」家人揩拭，转分明，乃呈哲。哲意家人情于畚锸，自磨朱，深若石脉，哲甚恶之。其年，哲……
X38-P1002,续·支诺皋下,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,鬼、魅、僧、咒,世有村人供于僧者，祈其密言，僧绐之曰：「驴」。其人遂日夕念之。经数岁，照水，见青毛驴附于背。凡有疾病魅鬼，其人至其所立愈。后知其诈，咒效亦歇。
X38-P1003,续·支诺皋下,神仙志怪,动植怪变,动植物出现怪异变化,,秀才田瞫云：太和六年秋，凉州西县百姓妻产子，四手四足，身分两面，项上发一穗，长至足。时朝伯峻为县令。
X38-P1004,续·支诺皋下,神仙志怪,法术幻术、物怪变形,使用法术或幻术的故事、无生命物体变形为怪物或精灵,精,韦斌虽生于贵门，而性颇厚质，然其地望素高，冠冕特盛。虽门风稍奢，而斌立朝侃侃，容止尊严，有大臣之体。每会朝，未常与同列笑语。旧制，群臣立于殿庭，既而遇雨雪，亦不……
X38-P1005,续·支诺皋下,神仙志怪,隐逸修行,隐逸修行的故事,神、精、道,天宝中，处士崔玄微洛东有宅，耽道，饵术及茯苓三十载。因药尽，领童仆辈入嵩山采芝，年方回，宅中无人，蒿莱满院。时春季夜间，风清月朗，不睡，独处院，家人无故辄不到。……
X39-P1007,续·贬误,神仙志怪,祥瑞灾异,天降祥瑞或灾异的记录,凤、麒麟,予太和初从事浙西赞皇公幕中，尝因与曲宴，中夜，公语及国朝词人优劣，云：「世人言灵芝无根，醴泉无源，张曲江著词也。盖取虞翻《与弟求婚书》，徒以‘芝草’为‘灵芝’耳……
X39-P1009,续·贬误,神仙志怪,修道成仙,通过修炼得道成仙,道,相传云，释道钦住径山，有问道者，率尔而对，皆造宗极。刘忠州晏，尝乞心偈。令执炉而听，再三称「诸恶莫作，众善奉行」。晏曰：「此三尺童子皆知之。」钦曰：「三尺童子皆……
X39-P1018,续·贬误,神仙志怪,祥瑞灾异,天降祥瑞或灾异的记录,僧、龙,蜀石笋街，夏中大雨，往往得杂色小珠。俗谓地当海眼，莫知其故。蜀僧惠嶷曰：「前史说蜀少城饰以金璧珠翠，桓温恶其大侈，焚之，合在此。今拾得小珠，时有孔者，得非是乎？……
X39-P1020,续·贬误,神仙志怪,修道成仙,通过修炼得道成仙,道、龙,相传玄宗尝令左右提优人黄翻绰入池水中，复出，翻绰曰：「向见屈原笑臣：‘尔遭逢圣明，何尔至此？’「据《朝野佥载》，散乐高崔嵬善弄痴，大帝令没首水底，少顷，出而大笑……
X39-P1021,续·贬误,神仙志怪,占卜预言、神灵传说,通过占卜进行预言的故事、关于神仙、民俗神灵的传说记载,仙、妖,今人每睹栋宇巧丽，必强谓鲁般奇工也。至两都寺中，亦往往托为鲁般所造，其不稽古如此。据《朝野佥载》云：「鲁般者，肃州敦煌人，莫详年代，巧侔造化。于凉州造浮图，作木……
X39-P1027,续·贬误,神仙志怪,鬼魂还阳、修道成仙、异闻杂录,鬼魂返回阳间的故事、通过修炼得道成仙、古文叙事模式的超自然片段，以叙事标记词为特征,神、道、咒,相传天宝中，中岳道士顾玄绩尝怀金游市中。历数年，忽遇人，强登旗亭，扛壶尽醉。日与之熟，年中输数百金。其人疑有为，拜请所欲。玄绩笑曰：「予烧金丹八转矣，要人相守，……
X39-P1028,续·贬误,神仙志怪,僧尼异事、佛教志异,僧尼的奇异经历、佛教相关的灵异事迹与志怪记载,神、佛、僧、符、巫,相传云，公初谒华严，严命坐，顷曰：「尔看吾心在何所？」公曰：「师驰白马过寺门矣。」又问之，公曰：「危乎！师何为处乎刹末也？」华严曰：「聪明果不虚，试复观我。」公……
X39-P1033,续·贬误,神仙志怪,法术幻术、修道成仙,使用法术或幻术的故事、通过修炼得道成仙,道,《朝野佥载》云：「隋末，有昝君谟善射。闭目而射，应口而中，云志其目则中目，志其口则中口。有王灵智学射于谟，以为曲尽其妙，欲射杀谟，独擅其美。谟执短刀，箭来辄截之……
X39-P1047,续·贬误,神仙志怪,鬼魂还阳、物怪变形,鬼魂返回阳间的故事、无生命物体变形为怪物或精灵,魅、道,《礼》：婚礼必用昏，以其阳往而阴来也。今行礼于晓；祭，质明行事，今俗祭先又用昏，谬之大者矣。夫宫中祭邪魅及葬窳则用昏。又，今士大夫家昏礼露施帐，谓之入帐。新妇乘……
X40-P1049,续·寺塔记上,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,仙、僧、符,武宗癸亥三年夏，予与张君希复善继、同官秘书郑君符梦复，连职仙署。会暇日，游大兴善寺。因问《两京新记》及《游目记》，多所遗略，乃约旬寻两街寺，以街东兴善为首，二记……
X40-P1050,续·寺塔记上,佛道灵异,佛教志异、僧尼异事、异闻杂录,佛教相关的灵异事迹与志怪记载、僧尼的奇异经历、古文叙事模式的超自然片段，以叙事标记词为特征,神、鬼、仙、精、佛、僧、龙、菩萨,靖善坊大兴善寺，寺取「大兴「两字、坊名字为名。《新记》云：「优填像，总章，初为火所烧。」据梁时西域优填在荆州，言隋自台城移来此寺，非也。今又有栴檀像，开目，其工……
X40-P1051,续·寺塔记上,妖怪变形,形体变化、佛法灵验、占卜预言,身体形体的各种变化、佛法感应、灵验显灵的故事、通过占卜进行预言的故事,神、精、龙、变、变化,辞。二十字连句：乘晴入精舍，语默想东林。尽是忘机侣，谁惊息影禽。有松堪系马，遇钵更投针。记得汤师句，高禅助朗吟。一雨微尘尽，支郎许数过。方同嗅檐卜，不用算多罗。……
X40-P1053,续·寺塔记上,神仙志怪,僧尼异事、法术幻术,僧尼的奇异经历、使用法术或幻术的故事,佛、僧、道,长乐坊安国寺。红楼，睿宗在藩时舞榭。东禅院，亦曰水塔院，院门北西廊五壁，吴道玄弟子释思道画释梵八部，不施彩色，尚有典刑。禅师法空影堂，世号吉州空者，久养骡，将终……
X40-P1055,续·寺塔记上,神仙志怪,占卜预言,通过占卜进行预言的故事,道,辞。红楼连句，隐侯体：重叠碎晴空，余霞更助红。蟾踪近鳷鹊，鸟道接相风。苔静金轮路，云轻白日宫。壁诗传谢客，门榜占休公。穗柏连句：一院暑难侵，莓苔可影深。标枝争息……
X40-P1056,续·寺塔记上,佛道灵异,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,怪、精、佛、僧、道、龙、变、地狱,常乐坊赵景公寺，隋开皇三年置。本曰弘善寺，十八年改焉。南中三门里东壁上，吴道玄白画地狱变，笔力劲怒，变状阴怪，睹之不觉毛戴。吴画中得意处。三阶院西廊下，范长寿画……
X40-P1057,续·寺塔记上,神仙志怪,鬼魂还阳、物怪变形,鬼魂返回阳间的故事、无生命物体变形为怪物或精灵,神、鬼、仙、怪、龙、冥、魄,辞。吴画连句：惨淡十堵内，吴生纵狂迹。风云将逼人，鬼神如脱壁。其中龙最怪，张甲方汗栗。黑夜窸窣时，安知不霹雳。此际忽仙子，猎猎衣舄奕。妙瞬乍疑生，参差夺人魄。往……
